Order parameter,KS,Lya_max,Shibata,delta
0.69999999999999996,2.18769088E-02,4.58742119E-03,-0.16634611785411835,0
0.69999999999999996,2.20124405E-02,4.71004611E-03,-0.19225135445594788,0
0.71999999999999997,2.18783710E-02,-2.83195116E-02,-0.27380716800689697,0
0.71999999999999997,2.20026113E-02,5.70919272E-03,-0.22689218819141388,0
0.69999999999999996,2.18798295E-02,4.76409588E-03,-0.20232835412025452,0
0.69999999999999996,2.19918545E-02,-2.93992795E-02,-0.27841702103614807,0
0.69999999999999996,2.18812916E-02,5.16783027E-03,-0.14514929056167603,0
0.69999999999999996,2.19829008E-02,-3.01055219E-02,-0.28143933415412903,0
0.69999999999999996,2.18827538E-02,-3.04577351E-02,-0.28293594717979431,0
0.69999999999999996,2.19741091E-02,4.54971381E-03,-0.16920056939125061,0
0.69999999999999996,2.18842123E-02,5.37622767E-03,-0.23065072298049927,0
0.69999999999999996,2.19647195E-02,-3.15223858E-02,-0.28737041354179382,0
0.69999999999999996,2.18856744E-02,4.62122168E-03,-0.22197285294532776,0
0.69999999999999996,2.19553094E-02,5.23786852E-03,-0.23198240995407104,0
0.71999999999999997,2.18871348E-02,4.55924729E-03,-0.20395202934741974,0
0.71999999999999997,2.19476335E-02,5.95326861E-03,-0.24479159712791443,0
0.71999999999999997,2.18885951E-02,4.70099319E-03,-0.21527118980884552,0
0.71999999999999997,2.19397880E-02,4.60892823E-03,9.2772953212261200E-003,0
0.71999999999999997,2.18900535E-02,4.75972006E-03,-0.15344233810901642,0
0.71999999999999997,2.19325013E-02,4.55027167E-03,-1.1260529980063438E-002,0
0.71999999999999997,2.18915157E-02,-3.46665755E-02,-0.30022230744361877,0
0.71999999999999997,2.19257213E-02,-3.50083448E-02,-0.30161228775978088,0
0.71999999999999997,2.18929742E-02,4.31915093E-03,-0.24601341784000397,0
0.71999999999999997,2.19204482E-02,4.54800483E-03,-0.16284662485122681,0
0.71999999999999997,2.18944326E-02,-3.60382162E-02,-0.30574062466621399,0
0.71999999999999997,2.19163802E-02,4.67307866E-03,-0.22589685022830963,0
0.71999999999999997,2.18958966E-02,-3.67241539E-02,-0.30845952033996582,0
0.71999999999999997,2.19144374E-02,4.54754941E-03,-0.17450992763042450,0
0.71999999999999997,2.18973570E-02,6.37458917E-03,-0.26421642303466797,0
0.71999999999999997,2.19124574E-02,5.90862287E-03,-0.15956018865108490,0
0.71999999999999997,2.18988135E-02,5.81735931E-03,-0.13885185122489929,0
0.71999999999999997,2.19104607E-02,-3.84399481E-02,-0.31514734029769897,0
0.71999999999999997,2.19002720E-02,4.54790238E-03,-3.3413063734769821E-002,0
0.71999999999999997,2.19084099E-02,-3.91191170E-02,-0.31778109073638916,0
0.71999999999999997,2.19017342E-02,5.65897394E-03,-0.26490640640258789,0
0.71999999999999997,2.19063256E-02,5.39907860E-03,-0.15872359275817871,0
0.71999999999999997,2.19031945E-02,5.03189163E-03,-0.25736424326896667,0
0.71999999999999997,2.19042636E-02,4.54850635E-03,-0.17789226770401001,0
0.71999999999999997,2.19046548E-02,-4.08031493E-02,-0.32426914572715759,0
0.71999999999999997,2.19053309E-02,5.61997807E-03,-0.27048417925834656,0
0.71999999999999997,2.19061133E-02,-4.14857902E-02,-0.32682776451110840,0
0.73999999999999999,2.19067913E-02,4.54842672E-03,-0.12932808697223663,0
0.73999999999999999,2.19075736E-02,-4.21530679E-02,-0.32936656475067139,0
0.73999999999999999,2.19082478E-02,4.91248723E-03,-0.13049726188182831,0
0.73999999999999999,2.19090302E-02,4.54866607E-03,-1.7722110496833920E-003,0
0.73999999999999999,2.19097063E-02,4.55834763E-03,-0.25458961725234985,0
0.73999999999999999,2.19104905E-02,-4.34954874E-02,-0.33438706398010254,0
0.73999999999999999,2.19111629E-02,8.87090899E-03,-0.22650010883808136,0
0.73999999999999999,2.19119508E-02,4.54879086E-03,-0.20643553137779236,0
0.73999999999999999,2.19126195E-02,5.21194795E-03,-0.27685299515724182,0
0.73999999999999999,2.19134036E-02,4.56767529E-03,-0.23899555206298828,0
0.73999999999999999,2.19140761E-02,4.54889331E-03,-0.20368297398090363,0
0.73999999999999999,2.19148658E-02,4.54888213E-03,-8.9153222739696503E-002,0
0.73999999999999999,2.19155364E-02,4.54870006E-03,-0.19276241958141327,0
0.73999999999999999,2.19163224E-02,-4.61479500E-02,-0.34421584010124207,0
0.73999999999999999,2.19169948E-02,4.54778876E-03,-0.22226290404796600,0
0.73999999999999999,2.19177846E-02,-4.68121320E-02,-0.34663185477256775,0
0.73999999999999999,2.19184496E-02,4.54924675E-03,-0.20862931013107300,0
0.73999999999999999,2.19192412E-02,5.76803926E-03,-1.5269655734300613E-002,0
0.73999999999999999,2.19199080E-02,5.90795977E-03,-0.19986942410469055,0
0.73999999999999999,2.19206978E-02,-4.81306538E-02,-0.35141772031784058,0
0.76000000000000001,2.19213627E-02,4.54827864E-03,-0.21154548227787018,0
0.76000000000000001,2.19221544E-02,-4.87948954E-02,-0.35378849506378174,0
0.76000000000000001,2.19228212E-02,4.58762608E-03,-0.26316538453102112,0
0.76000000000000001,2.19236128E-02,4.54880251E-03,-0.19858062267303467,0
0.76000000000000001,2.19242815E-02,6.28535077E-03,-0.16044288873672485,0
0.76000000000000001,2.19250731E-02,4.55097808E-03,-0.23903547227382660,0
0.76000000000000001,2.19257362E-02,4.82648890E-03,-9.7351104021072388E-002,0
0.76000000000000001,2.19265316E-02,4.74148616E-03,-0.28618010878562927,0
0.76000000000000001,2.19271928E-02,-5.10884300E-02,-0.36197617650032043,0
0.76000000000000001,2.19279882E-02,4.54847235E-03,-0.17875671386718750,0
0.76000000000000001,2.19286494E-02,-5.17425463E-02,-0.36428561806678772,0
0.76000000000000001,2.19294447E-02,4.56713978E-03,-0.26613929867744446,0
0.76000000000000001,2.19301041E-02,5.04071033E-03,-0.18403814733028412,0
0.76000000000000001,2.19309013E-02,-5.27262390E-02,-0.36772614717483521,0
0.76000000000000001,2.19315626E-02,4.71719913E-03,-0.29280728101730347,0
0.73999999999999999,2.19323616E-02,5.06052189E-03,-0.30506291985511780,0
0.62000000000000000,2.19330173E-02,4.55038575E-03,-0.24462814629077911,0
0.60999999999999999,2.19338182E-02,6.77607441E-03,-0.25274205207824707,0
0.60999999999999999,2.19344757E-02,4.55299439E-03,-0.25884672999382019,0
0.60999999999999999,2.19352767E-02,4.61436901E-03,-0.28859031200408936,0
0.60999999999999999,2.19359305E-02,-5.50039820E-02,-0.37564915418624878,0
0.63000000000000000,2.19367314E-02,-5.53246550E-02,-0.37676957249641418,0
0.63000000000000000,2.19373852E-02,4.87235840E-03,-0.30813536047935486,0
0.60999999999999999,2.19381899E-02,5.04626427E-03,-0.23428815603256226,0
0.60999999999999999,2.19388437E-02,4.56433836E-03,-8.9226461946964264E-002,0
0.60999999999999999,2.19396502E-02,6.79457653E-03,-0.24851289391517639,0
0.60999999999999999,2.19403002E-02,5.59346890E-03,-0.23332194983959198,0
0.60999999999999999,2.19411030E-02,-5.72728291E-02,-0.38343513011932373,0
0.60999999999999999,2.19417531E-02,5.09391399E-03,-0.31977024674415588,0
0.60999999999999999,2.19425578E-02,4.55054548E-03,-0.23749956488609314,0
0.60999999999999999,2.19432116E-02,4.77283681E-03,-0.31346276402473450,0
0.60999999999999999,2.19440181E-02,4.55195736E-03,-0.10490272194147110,0
0.60999999999999999,2.19446663E-02,-5.88842034E-02,-0.38891872763633728,0
0.60999999999999999,2.19454709E-02,4.83730249E-03,-0.23704269528388977,0
0.60999999999999999,2.19461229E-02,4.64620348E-03,-0.30922725796699524,0
0.60999999999999999,2.19469313E-02,4.70432546E-03,-0.31515890359878540,0
0.60999999999999999,2.19475739E-02,4.55168448E-03,9.2107411473989487E-003,0
0.60999999999999999,2.19483878E-02,4.55471408E-03,-0.27855283021926880,0
0.60999999999999999,2.19490305E-02,5.36555145E-03,-0.33424431085586548,0
0.60999999999999999,2.19498426E-02,4.55551129E-03,-0.30246347188949585,0
0.60999999999999999,2.19504889E-02,4.91325883E-03,-0.32855555415153503,0
0.60999999999999999,2.19512992E-02,4.58119297E-03,-0.30512005090713501,0
0.60999999999999999,2.19519418E-02,4.55267541E-03,-0.26481720805168152,0
0.60999999999999999,2.19527539E-02,-6.24378026E-02,-0.40077334642410278,0
0.60999999999999999,2.19533965E-02,5.02786692E-03,-0.33534133434295654,0
0.60999999999999999,2.19542123E-02,4.55373432E-03,-0.27244886755943298,0
0.60999999999999999,2.19548531E-02,5.23812836E-03,-0.19124628603458405,0
0.60999999999999999,2.19556671E-02,-6.37193918E-02,-0.40501782298088074,0
0.60999999999999999,2.19563060E-02,6.45262841E-03,-0.25071236491203308,0
0.60999999999999999,2.19571237E-02,-6.43667132E-02,-0.40712752938270569,0
0.60999999999999999,2.19577607E-02,4.55420185E-03,-0.27526131272315979,0
0.60999999999999999,2.19585784E-02,4.55011241E-03,-0.26494473218917847,0
0.60999999999999999,2.19592135E-02,4.55428148E-03,-0.24919253587722778,0
0.60999999999999999,2.19600350E-02,4.55465727E-03,-3.9637502282857895E-002,0
0.60999999999999999,2.19606701E-02,4.55510151E-03,-4.6774085611104965E-002,0
0.60999999999999999,2.19614916E-02,4.55512386E-03,-0.29894280433654785,0
0.60999999999999999,2.19621249E-02,5.14556002E-03,-0.34963482618331909,0
0.60999999999999999,2.19629463E-02,5.21001313E-03,-0.25239458680152893,0
0.60999999999999999,2.19635814E-02,4.56774328E-03,-0.31483280658721924,0
0.60999999999999999,2.19644029E-02,5.59910480E-03,-0.20675224065780640,0
0.60999999999999999,2.19650343E-02,4.55710571E-03,-0.28599202632904053,0
0.60999999999999999,2.19658557E-02,4.59008571E-03,-0.32853180170059204,0
0.60999999999999999,2.19664890E-02,4.55947500E-03,-0.30602535605430603,0
0.60999999999999999,2.19673105E-02,-6.88480437E-02,-0.42167794704437256,0
0.60999999999999999,2.19679400E-02,4.56285756E-03,-0.31577137112617493,0
0.60999999999999999,2.19687652E-02,4.55679838E-03,-0.20367547869682312,0
0.60999999999999999,2.19693966E-02,6.13687700E-03,-0.26148253679275513,0
0.60999999999999999,2.19702218E-02,4.57311887E-03,-0.32714518904685974,0
0.60999999999999999,2.19708495E-02,4.55692364E-03,-0.25641623139381409,0
0.60999999999999999,2.19716765E-02,4.55784658E-03,-0.29352447390556335,0
0.60999999999999999,2.19723042E-02,4.61963983E-03,-0.15519767999649048,0
0.60999999999999999,2.19731312E-02,-7.14120716E-02,-0.42983436584472656,0
0.60999999999999999,2.19737571E-02,4.56692372E-03,-0.14090655744075775,0
0.60999999999999999,2.19745822E-02,4.56512440E-03,-0.14393351972103119,0
0.60999999999999999,2.19752118E-02,4.56045475E-03,-0.31007283926010132,0
0.60999999999999999,2.19760388E-02,4.55945265E-03,-0.22397829592227936,0
0.60999999999999999,2.19766665E-02,4.56663873E-03,-0.21369792520999908,0
0.60999999999999999,2.19774954E-02,4.56047710E-03,-0.29891303181648254,0
0.60999999999999999,2.19781157E-02,4.55989642E-03,-0.10928878933191299,0
0.60999999999999999,2.19789483E-02,4.56068246E-03,-0.30430904030799866,0
0.60999999999999999,2.19795704E-02,6.15302008E-03,-0.24202133715152740,0
0.60999999999999999,2.19804030E-02,4.57482692E-03,-0.35094583034515381,0
0.60999999999999999,2.19810251E-02,4.78911027E-03,-0.36687183380126953,0
0.60999999999999999,2.19818540E-02,4.56059119E-03,-0.34171259403228760,0
0.60999999999999999,2.19824798E-02,4.56154812E-03,-7.4000597000122070E-002,0
0.60999999999999999,2.19833143E-02,4.56209481E-03,-0.13428850471973419,0
0.60999999999999999,2.19839308E-02,5.10737160E-03,-0.28892695903778076,0
0.60999999999999999,2.19847653E-02,-7.65105858E-02,-0.44584137201309204,0
0.60999999999999999,2.19853837E-02,4.87937499E-03,-0.25237798690795898,0
0.60999999999999999,2.19862182E-02,-7.71466047E-02,-0.44781577587127686,0
0.60999999999999999,2.19868347E-02,4.56302892E-03,-0.14112043380737305,0
0.60999999999999999,2.19876710E-02,5.13849454E-03,-0.18600584566593170,0
0.60999999999999999,2.19882876E-02,-7.80997649E-02,-0.45076602697372437,0
0.60999999999999999,2.19891258E-02,6.11447450E-03,-0.39445152878761292,0
0.60999999999999999,2.19897404E-02,4.56226524E-03,-0.32499691843986511,0
0.60999999999999999,2.19905805E-02,4.58646473E-03,-0.35884746909141541,0
0.60999999999999999,2.19911933E-02,4.60577477E-03,-0.36503887176513672,0
0.60999999999999999,2.19920352E-02,-7.96999335E-02,-0.45565903186798096,0
0.60999999999999999,2.19926462E-02,4.56639985E-03,-0.23945255577564240,0
0.60999999999999999,2.19934899E-02,4.56586434E-03,-0.33058089017868042,0
0.60999999999999999,2.19940990E-02,4.58963029E-03,-0.36363896727561951,0
0.60999999999999999,2.19949391E-02,7.02840928E-03,-0.20392245054244995,0
0.60999999999999999,2.19955500E-02,4.62234858E-03,-0.37351885437965393,0
0.60999999999999999,2.19963938E-02,-8.16026479E-02,-0.46148684620857239,0
0.60999999999999999,2.19970029E-02,4.56677563E-03,-0.11056124418973923,0
0.60999999999999999,2.19978467E-02,4.56736796E-03,-0.31174743175506592,0
0.60999999999999999,2.19984557E-02,-8.25610757E-02,-0.46438407897949219,0
0.60999999999999999,2.19992995E-02,4.56721988E-03,-0.14166882634162903,0
0.60999999999999999,2.19999067E-02,8.24500434E-03,-0.41624778509140015,0
0.60999999999999999,2.20007524E-02,4.56938380E-03,-0.28919544816017151,0
0.60999999999999999,2.20013577E-02,4.56799427E-03,3.2460156828165054E-002,0
0.60999999999999999,2.20022053E-02,4.56915563E-03,-0.30862331390380859,0
0.60999999999999999,2.20028087E-02,4.64612385E-03,-0.38660115003585815,0
0.60999999999999999,2.20036581E-02,-8.47913772E-02,-0.47110283374786377,0
0.63000000000000000,2.20042635E-02,4.56998730E-03,-0.35265931487083435,0
0.63000000000000000,2.20051128E-02,4.57145600E-03,-0.33803543448448181,0
0.63000000000000000,2.20057145E-02,4.60396428E-03,-0.24653875827789307,0
0.63000000000000000,2.20065638E-02,9.05749574E-03,-0.42663905024528503,0
0.63000000000000000,2.20071655E-02,4.56703734E-03,-0.14953371882438660,0
0.63000000000000000,2.20080130E-02,4.58195573E-03,-0.39044776558876038,0
0.63000000000000000,2.20086146E-02,4.58366377E-03,-0.29203230142593384,0
0.63000000000000000,2.20094677E-02,4.57227603E-03,-0.29643321037292480,0
0.63000000000000000,2.20100638E-02,-8.76493976E-02,-0.47966033220291138,0
0.63000000000000000,2.20109168E-02,4.70471242E-03,-0.40113553404808044,0
0.63000000000000000,2.20115185E-02,5.06106624E-03,-0.21980835497379303,0
0.63000000000000000,2.20123716E-02,4.57762834E-03,-0.19461658596992493,0
0.63000000000000000,2.20129713E-02,-8.89194459E-02,-0.48343601822853088,0
0.63000000000000000,2.20138263E-02,-6.11720569E-02,-0.47166159749031067,0
0.63000000000000000,2.20144205E-02,-8.95555690E-02,-0.48531773686408997,0
0.63000000000000000,2.20152792E-02,-8.98783505E-02,-0.48625710606575012,0
0.63000000000000000,2.20158715E-02,4.57906304E-03,-0.18963478505611420,0
0.63000000000000000,2.20167283E-02,4.56990767E-03,-0.31518220901489258,0
0.63000000000000000,2.20173225E-02,4.77027940E-03,-0.27549490332603455,0
0.63000000000000000,2.20181793E-02,5.46431635E-03,-0.23169305920600891,0
0.63000000000000000,2.20187735E-02,-9.14729014E-02,-0.49093911051750183,0
0.63000000000000000,2.20196340E-02,4.63154539E-03,-0.15950450301170349,0
0.63000000000000000,2.20202263E-02,7.98273738E-03,-0.44084212183952332,0
0.63000000000000000,2.20210832E-02,4.57077287E-03,-0.30506101250648499,0
0.63000000000000000,2.20216755E-02,5.03543951E-03,-0.42539429664611816,0
0.63000000000000000,2.20225360E-02,4.58019087E-03,-0.35418951511383057,0
0.63000000000000000,2.20231246E-02,4.58589569E-03,-0.24511949717998505,0
0.63000000000000000,2.20239870E-02,4.59404802E-03,-0.20197227597236633,0
0.63000000000000000,2.20245738E-02,4.57166135E-03,-0.34966152906417847,0
0.63000000000000000,2.20254380E-02,4.58156830E-03,-0.10886175185441971,0
0.63000000000000000,2.20260266E-02,4.59267013E-03,-0.39481696486473083,0
0.63000000000000000,2.20268890E-02,1.02081392E-02,-0.38873913884162903,0
0.63000000000000000,2.20274758E-02,5.34360763E-03,-0.35950520634651184,0
0.63000000000000000,2.20283419E-02,4.58933413E-03,-0.38752877712249756,0
0.63000000000000000,2.20289230E-02,4.58801351E-03,-0.23016369342803955,0
0.63000000000000000,2.20297910E-02,4.60012769E-03,-0.40472376346588135,0
0.63000000000000000,2.20303759E-02,5.33574214E-03,-0.16974925994873047,0
0.63000000000000000,2.20312402E-02,4.59433254E-03,-0.30138692259788513,0
0.63000000000000000,2.20318250E-02,4.65429435E-03,-0.29695224761962891,0
0.63000000000000000,2.20326893E-02,4.58945939E-03,-0.38808101415634155,0
0.63000000000000000,2.20332760E-02,4.73551732E-03,-0.34585627913475037,0
0.63000000000000000,2.20341440E-02,4.58963029E-03,-0.31705629825592041,0
0.63000000000000000,2.20347270E-02,5.22088679E-03,-0.36083313822746277,0
0.63000000000000000,2.20355932E-02,4.57505463E-03,-0.37886372208595276,0
0.63000000000000000,2.20361762E-02,4.60038986E-03,-0.23142632842063904,0
0.63000000000000000,2.20370442E-02,5.13384026E-03,-0.14913964271545410,0
0.63000000000000000,2.20376235E-02,5.35587966E-03,-0.44918575882911682,0
0.63000000000000000,2.20384933E-02,5.47703588E-03,-0.45141270756721497,0
0.63000000000000000,2.20390707E-02,4.60371375E-03,-0.13609373569488525,0
0.63000000000000000,2.20399424E-02,4.59852256E-03,-0.13836139440536499,0
0.63000000000000000,2.20405217E-02,5.77166257E-03,-0.32824993133544922,0
0.63000000000000000,2.20413972E-02,5.06386487E-03,-0.18813282251358032,0
0.63000000000000000,2.20419709E-02,5.19398879E-03,-0.37048485875129700,0
0.63000000000000000,2.20428463E-02,4.60741390E-03,-0.33690339326858521,0
0.63000000000000000,2.20434219E-02,5.73176518E-03,-0.45961567759513855,0
0.63000000000000000,2.20442954E-02,7.37226242E-03,-0.37590765953063965,0
0.63000000000000000,2.20448691E-02,4.60307626E-03,-0.34313148260116577,0
0.63000000000000000,2.20457464E-02,4.71802894E-03,-0.37062659859657288,0
0.63000000000000000,2.20463164E-02,5.41172735E-03,-0.46046534180641174,0
0.63000000000000000,2.20471956E-02,4.61328775E-03,-0.27112045884132385,0
0.63000000000000000,2.20477674E-02,-0.104228005,-0.52760875225067139,0
0.63000000000000000,2.20486466E-02,4.60889377E-03,1.3926283456385136E-002,0
0.63000000000000000,2.20492147E-02,4.60007088E-03,-0.41490295529365540,0
0.63000000000000000,2.20500939E-02,-0.105183586,-0.53030908107757568,0
0.63000000000000000,2.20506620E-02,4.61708987E-03,-0.11546799540519714,0
0.63000000000000000,2.20515449E-02,5.43808192E-03,-0.11540291458368301,0
0.63000000000000000,2.20521111E-02,5.07160462E-03,-0.30040273070335388,0
0.63000000000000000,2.20529940E-02,4.62514861E-03,-0.44179373979568481,0
0.63000000000000000,2.20535621E-02,6.21495629E-03,-0.39815053343772888,0
0.63000000000000000,2.20544431E-02,4.62419260E-03,-0.44474926590919495,0
0.63000000000000000,2.20550112E-02,4.96775517E-03,-0.37518149614334106,0
0.63000000000000000,2.20558923E-02,4.65587573E-03,-0.34788081049919128,0
0.63000000000000000,2.20564585E-02,4.63386718E-03,-0.44787007570266724,0
0.63000000000000000,2.20573433E-02,4.61057853E-03,-0.42385751008987427,0
0.63000000000000000,2.20579058E-02,5.81672974E-03,-0.41348266601562500,0
0.63000000000000000,2.20587924E-02,4.67384094E-03,-0.43635654449462891,0
0.63000000000000000,2.20593549E-02,4.63305879E-03,-0.28296339511871338,0
0.63000000000000000,2.20602397E-02,4.59407084E-03,-0.42168533802032471,0
0.63000000000000000,2.20608003E-02,4.63530142E-03,-0.38171696662902832,0
0.63000000000000000,2.20616870E-02,-0.110308982,-0.54460954666137695,0
0.63000000000000000,2.20622495E-02,5.01554366E-03,-0.47354352474212646,0
0.63000000000000000,2.20631361E-02,5.12451958E-03,-0.30652377009391785,0
0.63000000000000000,2.20636986E-02,4.71384451E-03,-0.26446864008903503,0
0.63000000000000000,2.20645852E-02,7.60821858E-03,-0.29846206307411194,0
0.63000000000000000,2.20651440E-02,4.70048143E-03,-0.33608746528625488,0
0.63000000000000000,2.20660344E-02,4.63789608E-03,-0.20335485041141510,0
0.63000000000000000,2.20665913E-02,6.56512985E-03,-0.41001766920089722,0
0.63000000000000000,2.20674854E-02,4.70180064E-03,-0.36515262722969055,0
0.63000000000000000,2.20680386E-02,-0.113196060,-0.55258363485336304,0
0.63000000000000000,2.20689327E-02,5.23664663E-03,-0.48528736829757690,0
0.63000000000000000,2.20694877E-02,4.62924596E-03,-0.30595386028289795,0
0.63000000000000000,2.20703818E-02,5.06298151E-03,-0.27354574203491211,0
0.63000000000000000,2.20709350E-02,8.33528582E-03,-0.42671212553977966,0
0.63000000000000000,2.20718291E-02,-0.114800967,-0.55699342489242554,0
0.63000000000000000,2.20723804E-02,4.75213816E-03,-0.30761796236038208,0
0.63000000000000000,2.20732763E-02,4.66257753E-03,-0.34095901250839233,0
0.63000000000000000,2.20738277E-02,4.64426866E-03,-0.20731280744075775,0
0.63000000000000000,2.20747236E-02,4.60678805E-03,-0.45550572872161865,0
0.63000000000000000,2.20752768E-02,5.79498615E-03,-0.32538846135139465,0
0.63000000000000000,2.20761728E-02,4.62008361E-03,-0.34734287858009338,0
0.63000000000000000,2.20767241E-02,4.55039693E-03,-0.25219225883483887,0
0.63000000000000000,2.20776219E-02,4.66789072E-03,-0.47953608632087708,0
0.63000000000000000,2.20781676E-02,5.86356362E-03,-0.25647461414337158,0
0.63000000000000000,2.20790692E-02,4.66313493E-03,-0.38199543952941895,0
0.63000000000000000,2.20796149E-02,-0.118339993,-0.56664723157882690,0
0.63000000000000000,2.20805164E-02,5.91265690E-03,-0.43375098705291748,0
0.63000000000000000,2.20810603E-02,-0.118985914,-0.56839573383331299,0
0.63000000000000000,2.20819619E-02,4.67703771E-03,-0.36194485425949097,0
0.63000000000000000,2.20825057E-02,4.67178179E-03,-0.37104666233062744,0
0.63000000000000000,2.20834110E-02,5.03365975E-03,-0.32424345612525940,0
0.63000000000000000,2.20839549E-02,-0.120281219,-0.57188671827316284,0
0.63000000000000000,2.20848583E-02,4.70276736E-03,-0.38333645462989807,0
0.63000000000000000,2.20854022E-02,4.57850564E-03,-0.37520071864128113,0
0.63000000000000000,2.20863055E-02,5.13986452E-03,-0.19581468403339386,0
0.63000000000000000,2.20868476E-02,-0.121568143,-0.57536989450454712,0
0.63000000000000000,2.20877528E-02,4.69728559E-03,-0.41386649012565613,0
0.63000000000000000,2.20882948E-02,4.64901421E-03,-0.26375755667686462,0
0.63000000000000000,2.20892001E-02,4.70802188E-03,-0.32771456241607666,0
0.63000000000000000,2.20897384E-02,4.70484886E-03,-0.32423600554466248,0
0.63000000000000000,2.20906455E-02,4.68613859E-03,-0.37265872955322266,0
0.63000000000000000,2.20911838E-02,-0.123511180,-0.58058059215545654,0
0.63000000000000000,2.20920946E-02,4.66534216E-03,-0.47714972496032715,0
0.63000000000000000,2.20926329E-02,4.68679797E-03,-0.41824999451637268,0
0.63000000000000000,2.20935401E-02,4.65595536E-03,-0.44566494226455688,0
